NK11,CD3,CD45,Ly6G,CD11b,B220,CD8a,Ly6C,CD4
13.2095,-82.0235,64042.3,-2806.02,43771.5,217.463,15.5838,20779.9,133.662
938.85,321.516,62386.1,-1366.87,15648.5,-643.229,-941.275,21392.8,1323.95
316.492,-97.7388,51922.8,-1266.11,25571,337.926,-378.314,21736.3,2329.63
239.053,48.2958,47184,-154.979,22754.9,379.21,-969.497,28286.1,438.488
251.273,283.927,98024.3,-4473.21,38816.8,291.776,-35.9527,18289.8,551.566
43.1246,36.2672,21256.1,3055.91,33385.5,-33.3927,375.137,1254.92,586.74
-222.839,1094.39,29813.9,-1771.37,1325.89,40.7989,472.006,951.576,5073.84
223.353,529.635,92034.3,-5244.4,1294.09,-260.297,-261.685,4096.3,15475.5
635.757,230.992,73102.2,-1613.04,22392.9,-325.757,-744.934,8112.83,1083.89
48.9759,110.659,2852.02,-359.31,391.971,178.515,-57.637,660.044,277.584
563.19,443.812,46009.1,1070.94,17470.2,283.512,-906.934,61036.9,2500.46
1504.53,107.881,102546,-203.477,45891.4,628.865,-1715.5,16896,865.123
82.6252,2127.47,43145.6,-1457.37,1033.14,-694.635,1292.95,24921.2,331.231
40.828,369.03,17510.1,-846.18,11701.4,-168.416,-495.674,58879.9,2393.2
39.2917,95.0116,53761.6,-4297.11,26438.8,454.196,127.254,28505.3,929.813
-11.3613,317.576,12613.8,-850.094,3131.77,427.926,120.203,6834.06,-97.746
734.607,456.84,76936.9,-3345.79,46402.6,-257.156,-554.263,32306.4,1545.29
832.761,473.138,44480.6,-1500.47,18653.5,-155.867,-781.651,24218.4,863.529
525.148,599.866,62893.8,-4800.61,25323.9,66.3606,-491.866,54893.4,1835.59
317.433,726.33,43562.4,-2373.44,29267.5,632.538,-90.494,61482.9,2007.44
-213.8,1849.51,36305.8,-1647.03,426.69,250.818,-208.116,4444.45,4224.2
-505.324,3455.78,89033.6,-2019.89,1991.45,-1471.96,-1512.37,2139.15,9527.14
191.161,-27.0618,37720.7,-2818.78,14211.1,-425.24,506.484,9670.91,990.753
241.479,410.889,42387.2,-62.5616,24968.9,-341.206,-807.54,35577.4,894.407
-908.085,8255.03,55298.6,-3638.8,153.151,-459.658,315.149,1314.73,15743
-82.3187,1209.29,122513,-4857.35,4323.77,-761.2,-701.347,8422.45,23813.6
219.867,396.77,48466.8,-2538.56,34350.5,625.514,-26.0278,66106.4,758.11
369.85,227.587,48330.1,-2200.47,32466.9,113.754,-926.759,17805.4,1462.5
346.109,72.9573,33696.3,-1714.54,17214.5,-321.809,408.087,21072,-143.719
-74.6363,124.869,26116.1,-1010.9,12169,262.794,131.713,25998.6,1841.95
769.522,487.267,59635.6,-1906.53,33008.5,149.87,-1206.84,30975.9,2511.17
35.959,249.654,31744,-203.76,24446.7,342.317,-392.915,10549.7,466.877
599.075,44.8557,98525.8,-2710,7479.65,4019.8,-638.814,1588.31,240.734
152.577,-62.9844,56446.5,-2354.68,41197.6,-219.962,-215.843,28902.8,94.6278
349.374,1025,26828.6,-2008.64,11745.7,92.6093,334.405,41471.8,1875.92
794.447,-96.1296,31553.3,1016.66,31788.9,-603.161,-552.253,5744.24,1528.19
149.302,-22.311,14657.2,837.258,13869.4,278.246,-146.923,4991.85,524.901
1394.24,108.86,57937.4,601.383,30315.6,-474.307,-414.159,15298.5,1165.21
-117.12,1053.31,110751,-1462.67,4288.5,-375.371,1949.11,5079.61,459.514
316.181,596.827,86352.3,12310.8,113369,577.763,320.564,18243.1,2372.49
765.159,578.921,67245.3,-1625.02,23829.4,902.753,-496.9,35283.8,398.404
428.475,1285.06,35369.1,-2798.47,16284.6,-144.64,443.718,100823,975.107
52.2727,-83.9503,50872.1,-1860.81,22080.5,94.2185,-401.246,7590.89,52.1934
622.06,167.189,78596.5,-2986.29,33608.7,624.917,173.808,23104.9,1801.35
478.529,294.019,67835.6,-5414.91,27497.8,-13.8277,144.52,34606.8,507.253
-123.339,305.416,25457.7,-783.912,21782,440.086,-717.252,8738.38,231.268
32.7622,-190.921,3475.81,-909.509,12199.6,-43.454,-226.648,710.583,269.947
-107.3,159.823,89851.9,-3019.82,31349.3,387.357,-1617.06,8282.38,880.335
-24.7351,4889.7,117577,-6144.88,6838.59,-606.908,2561.28,11939.9,-395.879
4376.92,137.476,88096.9,-3363.43,4128.25,4737.93,135.878,2322.21,279.319
149.836,187.308,64163.1,-3443.59,25530.7,393.42,284.262,21236.9,453.945
157.096,-119.305,15555,-513.792,8670.39,99.8702,153.682,8634.42,-46.0845
309.181,1155.73,70289.5,-1790.66,32276.5,-685.743,985.504,69253,2394.89
43.9902,1926.69,60494.1,-3570.78,20980.1,-36.2934,-243.154,17838.5,859.351
258.434,479.379,87654.9,-2394.88,36218.4,1464.55,-568.487,41499.9,277.771
51.4383,169.256,2841.04,-255.626,5336.41,-70.9423,-47.4757,359.951,34.2159
-89.0101,-41.5151,53234.2,-2172.57,22300.5,87.6796,-580.671,5950.56,1069.11
-33.0107,90.7217,19694.7,-828.216,9087.24,93.245,214.463,16675.5,1257.9
362.144,253.56,93655.5,-2018.1,49684.8,-794.697,423.41,12332.8,1979.85
205.894,467.234,84602.2,-2185.06,39872.8,573.317,-51.3372,25701,1858.02
1707.78,419.279,79535.9,-2210.67,39528.8,-678.942,-980.8,36510.4,2426.04
637.255,463.046,86957.1,-1543.63,39296.3,-167.56,-1065.59,16466.2,1137.22
604.611,593.531,80824.9,-3888.99,34858.3,1026.57,429.719,45497,1232.26
-128.15,5509.76,105559,-4806.32,2541.31,-968.626,-1125.07,899.434,11517.9
-47.8773,-23.297,31777.8,-1578.57,20552.4,624.644,-278.598,21534.6,181.773
99.0429,-180.275,95708.2,-4617.5,46712.1,135.489,-524.225,24740.5,-336.219
626.136,-94.7842,54340.9,-2156.18,25501.2,-65.6201,281.71,32305.6,630.908
244.654,534.347,66737.5,-2914.78,31495.3,310.598,-48.9626,35495.4,1517.89
250.739,492.033,32883.3,-1398.05,18033.2,125.484,-997.014,51262.2,1283.98
450.292,540.643,41032,-1516.93,28995.8,179.98,-649.485,14368.9,937.596
-229.538,308.989,29566.9,-1626.51,15809.9,-299.281,-129.655,27032.9,-99.4317
133.904,68.3658,6910.87,-898.256,7754.8,221.921,-414.472,4064.14,627.503
336.461,65.2086,81831.4,-4828.86,32379.8,585.408,616.13,28486,721.667
-166.639,4947.66,80862.8,-7190.2,3053.61,213.216,2837.38,8805.17,-883.081
297.214,479.702,85092.6,-1105.66,47882,415.722,-644.827,52865,1477.79
-48.3057,66.424,21620.3,-354.809,9356.73,184.037,-411.883,8662.94,98.5039
145.396,43.7039,38782.9,6082.01,33560,721.555,-150.297,4713.52,182.854
194.549,40.0133,12412.1,-1118.32,23224.3,413.373,-121.648,808.241,862.796
1183.47,184.909,77597.6,-3663,6098.87,7789.59,96.9073,727.688,302.903
1989.89,-399.986,64232.1,-2845.09,1817.18,4817.76,264.205,643.382,-285.924
-108.379,-46.8007,33829.7,-416.399,7058.27,21.7492,9.86235,2046.8,-228.286
308.502,-92.7282,8918.62,-456.419,17727.9,273.737,-139.182,1907.04,4275.58
700.49,130.065,53977.2,-3012.89,21369.6,3096.15,1452.49,23996.1,49088.9
653.657,-22.0222,50260.2,-2755.77,37651.1,16.5176,18.5339,30436.7,480.084
269.656,175.417,43601,-4227,16153.1,-647.587,507.603,18135.8,1141.49
-444.32,4936.35,103877,-7293.22,1445.55,-234.139,-488.537,1534.69,12631.7
76.0715,234.62,17135.4,-2119.75,31363.2,851.827,339.002,2659.28,494.767
3126.34,-39.6913,54954.3,-1259.9,7285.8,233.674,-610.024,-335.984,243.597
780.583,-79.0483,14773.6,-1208.64,30479.7,623.009,-55.6637,2355.23,1474.36
-194.647,2835.86,104315,-6103.41,3672.7,-81.7028,693.295,6750.42,13104.8
522.756,451.563,50239.7,-2384.68,20977.9,-51.2925,-358.079,22517.6,1642.52
123.043,642.612,28992.9,-2203.94,10982.2,638.081,564.071,22297.9,-181.618
-151.228,382.331,82944.7,-3726.24,43747,36.9454,727.887,38355.4,-407.506
716.388,496.864,29748.5,-97.8083,12489.9,-929.75,-357.856,55313.3,754.406
1066.84,891.746,98301.1,-2532.03,34379.1,607.176,-308.864,41340.4,-411.096
106.874,1920.91,49132.4,-939.598,737.054,-712.437,-102.924,1168.18,9829.33
1393.36,-94.8362,31490.8,-2415.66,2280.85,435.523,16.2804,498.951,410.294
153.425,204.636,8025.28,-1080.78,10441.8,312.244,197.684,1608.81,643.356
551.224,134.632,67965,-751.133,43150.5,-717.558,-342.699,31735.3,1680.56
17.5684,865.913,108680,-5733.83,2980.48,193.071,945.757,2667.55,223.462
-69.1449,598.727,55869,-2404.8,20140.1,-441.122,543.398,55941.8,393.081
3.26196,-100.235,22161.5,8137.52,10998.3,249.234,-355.851,6035.5,36.9328
5282.47,-77.6864,166338,-4137.98,4415.56,3888.22,-1273.73,1420.89,292.744
760.542,539.014,62713.2,-3154.82,18138.5,631.93,-440.942,29820.7,1464.37
-297.53,6724.54,94603.3,-5972.17,1116.6,233.675,-430.233,18312.7,4349.54
2171.87,-22.1523,71371.6,-2401.58,4792.18,337.909,-601.107,1179.14,-125.863
1002.68,1156.04,152103,-5048.68,57908.6,-33.4515,-2146.77,85647.3,3989.49
-77.5405,365.574,9747.42,-1267.71,3189.18,-677.186,330.056,28381.8,1771.29
7.33186,54.5174,26832.5,-2329.47,10295.4,-92.926,319.722,9489.77,-16.3497
2086.51,-356.983,66283.2,-2600.74,4971.33,1511.6,-78.9756,932.737,-17.1619
603.246,511.474,49915.3,-1310.2,16143.9,207.047,-198.122,57050.4,2103.38
942.375,227.335,73053.3,-2924.94,37710.4,-416.755,-101.763,21733.6,2285.12
522.135,413.433,47681.6,-1275.98,28375,1381,-457.31,22673.8,286.277
1013.55,157.725,39028.8,-850.362,38536.8,287.428,-752.438,25540.7,1382.08
119.306,20.6871,8122.53,-242.498,19696.1,474.596,-490.625,1125.39,602.807
309.944,392.898,66536.5,-1122.72,27324.6,-530.81,-491.234,27059.3,1875.11
556.774,387.243,54701.9,-808.835,14225.6,-109.7,-866.967,18774.1,834.907
114.554,615.191,69626.9,-1804.29,44627.3,517.273,-1259.88,40416.7,907.32
-16.8698,132.677,9541.15,-445.075,3657.39,1974.51,-252.258,5584.99,-96.9643
3533.3,203.552,78697.5,-4526.37,3227.67,2697.62,-558.329,2054.4,569.822
784.795,602.82,95428.8,-3195.03,53196.6,424.185,-1289.17,47243.8,1982.33
17.6214,137.545,26081.5,-2038.55,18841.6,-80.4874,35.0271,7136.99,-234.79
-74.0813,3748.77,123347,-1928.48,1381.83,-761.554,-1890.89,3416.18,19785.5
625.466,275.503,99679.7,-6286.47,46025.4,945.932,-764.465,29870.9,1475.17
-109.085,2539.75,43265,-743.587,848.251,-549.953,-538.614,379.355,11070.1
2112.7,15.83,101094,-1703.99,4369.42,2937.03,-981.348,87.6928,302.637
1374.35,873.276,59230.4,-703.688,26508,-433.174,-278.586,50814.2,124.782
1310.62,202.924,66666,-2879,1636.37,2680.86,-766.695,591.88,2.08039
-869.077,8842.73,200961,-3793.21,3840.94,-2599.94,-914.775,3085.06,44657.2
26.1554,75.8533,12350.7,-492.974,2953.47,-6.21679,-105.502,9821.13,148.27
276.017,506.315,126533,-7782.69,55773.7,407.286,1376.48,29616.8,416.328
467.249,-166.458,11668.6,-2201.33,19849.7,-641.899,700.847,1223.57,1826.04
351.698,343.253,50875.7,-2134.13,16712.5,-303.104,270.178,36803.9,913.704
508.838,566.493,48609.5,-1128.09,10589.2,-744.594,-1403.79,35366.8,1293.53
75.0066,205.201,73251.2,14340.2,95572.2,475.014,-615.955,7591.43,1524.6
595.64,265.233,70237.3,1108.47,23816.3,29.4091,-576.958,18368.3,1228.71
132.712,114.486,78697.7,-1795.06,20877.6,-223.626,-347.038,26692.2,1410.32
309.469,291.872,64422.3,-2070.14,36244.6,-25.8577,-323.18,29942.2,509.639
-46.0299,88.4971,31351.2,9451.68,44153.2,64.7065,176.997,9680.25,96.3169
425.245,40.2289,55981.1,-3314.46,18843.4,798.069,-181.486,22476.2,-343.869
293.924,531.588,32542.7,-2696.39,29333.4,-730.613,338.562,7244.72,2557.79
952.469,195.848,62602.8,-1152.61,43501.1,-418.944,-1216.63,19754.9,2196.08
104.142,61.6772,15146.3,-515.008,11321,403.41,-68.6796,8017.87,-350.142
-130.509,803.203,86226.6,-3228.89,3928.9,51.6514,150.335,2444.08,616.811
448.982,3020.7,79001.2,-3859.9,4371.57,703.999,929.166,4492.11,-260.499
533.307,264.051,32146.1,-2228.94,15102.2,-421.697,-23.5492,59870.8,564.002
62.4852,236.035,54639.2,-2236.05,37073.2,-195.819,-819.544,33419.3,891.606
55.6191,-21.7955,20544.4,487.644,1762.3,-53.0492,-182.408,11143.4,-34.8821
435.823,163.989,83927.4,-2617.22,51072.4,594.132,-603.432,29658.8,971.582
-371.949,11129.7,141186,-3003.45,2490.66,-1667.8,-1228.22,9924.06,19521.2
729.546,163.024,48904.4,-1011.72,17378.5,560.46,123.047,10489.7,359.253
-338.091,2179.8,38657.5,-3231.76,587.412,-373.235,204.239,1904.33,3647.62
186.317,601.04,37352.2,-1057.74,27507.8,578.625,37.06,51947.4,1023.85
351.004,335.242,109328,-3901.36,27461.9,-315.689,150.491,27600.4,658.633
39.251,166.721,76144.6,-2856,31833.2,210.033,-174.446,28162.7,171.398
160.41,248.671,3607.68,-730.567,5947.59,188.304,-8.25534,505.879,669.315
2727.18,142.875,132357,-3146.43,2659.81,-118.835,-450.967,2731.1,-44.018
-58.3958,133.895,18541.1,-311.636,538.998,867.199,-85.9732,11625.8,-250.118
